filename,width,height,style,complexity,selection_score,annotation_priority,visible_classes,has_walls,has_doors,has_windows,has_furniture
0b79a51a-bede-49d3-b746-44351f4fd1ba.jpg,1021,1280,line_drawing,high,148.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
b9298dde-b279-4bca-8dd4-e7e2f226c8af.jpg,920,1280,line_drawing,high,145.8,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
cd95935d-4b46-476b-b4ca-25a562b2a3b2.jpg,882,1600,line_drawing,high,145.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
c91ef926-2ca3-4d25-a865-b5d11160cc0d.jpg,988,1280,line_drawing,high,144.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
87311ed0-fd33-4fad-9a08-4739e56d5c05.jpg,1200,1200,line_drawing,high,143.9,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
a5a289c0-e10a-42da-bd2d-4555496295bf.jpg,880,1600,line_drawing,high,143.8,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
6e8235e1-66f1-4517-b01e-dbbb70943ef5.jpg,1200,1200,line_drawing,high,143.6,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
8ef33834-197e-470e-86c3-c5491ec01511.jpg,873,1280,line_drawing,high,142.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
2e2b2f48-38b2-4a27-9206-a4e6b6d149fc.jpg,800,1200,line_drawing,high,142.1,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
48a0a0cb-9f3b-4288-8354-f2db8b497111.jpg,853,1280,line_drawing,high,141.9,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
208c0c6d-4cd2-4ac1-84a1-e7d3cad091ad.jpg,921,1280,line_drawing,high,141.8,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
b2a1a7e3abbe457cce92ac490428bafa.jpg,564,1993,line_drawing,high,141.8,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
ae4cdbb8-e2b5-4e03-82e5-26c97c0abeb6.jpg,1200,1170,line_drawing,high,141.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
dd9eca17-e850-4c37-a1c6-4745a3a0636d.jpg,797,1280,line_drawing,high,141.1,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
9f997d51-b416-4f08-bfa1-b93584e05dd8.jpg,1001,1104,line_drawing,high,140.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
456d94d0-4608-49d8-b0d1-7e411ffe0c10.jpg,960,1280,furnished_color,high,140.6,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
89332ef9-a346-4a53-a645-61ace69768bb.jpg,1200,1237,line_drawing,high,140.5,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
22177c44-e3e1-4d32-8f5f-449416c7f28f.jpg,964,1600,line_drawing,high,140.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
58e168f2-f421-4997-a370-b22370e8ebc3.jpg,747,1280,line_drawing,high,139.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
ccc951d1-7ce8-4546-ba57-99423b65202b.jpg,688,1257,line_drawing,high,138.5,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
f31dba8c-5831-497e-858a-34f84bead0c6.jpg,684,1280,line_drawing,high,138.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
e02b17fd-1b10-43dc-81c9-cc3498911f8f.jpg,868,1280,furnished_color,high,138.1,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
e56169f3-b2d4-465c-bbd5-cbcacbfb042f.jpg,981,1280,furnished_color,high,138.1,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
24565d48-3d1a-4fc1-b0ae-592827b657c9.jpg,750,1148,line_drawing,high,138.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
938c6fc1-381d-4e9b-83d7-0d5e1aa709e2.jpg,1200,1095,line_drawing,high,137.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
8403e0d1-923a-4474-b7db-3ad8acf0863a.jpg,1080,935,furnished_color,high,137.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
67bee77cde82164884b9f642563539b2_2.jpg,736,1799,line_drawing,high,137.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
fee59751-e33c-4787-9cf6-e16bcfac73c7.jpg,686,1188,line_drawing,high,136.4,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
009b1b7a-ff37-4d1a-9d6c-47b8bd4862b2.jpg,775,1280,line_drawing,high,136.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
ebb42e5a-9488-49bd-9b26-ffa78743e87f.jpg,821,1280,line_drawing,high,136.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
62aa0bcb-18bd-4a11-9f7e-6f65365ff4be.jpg,709,1024,line_drawing,high,135.6,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
ef320344-ea55-4976-9b95-0f1e1dc643ad.jpg,1200,1200,line_drawing,high,135.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
229ae24b-cf49-47e0-b468-23c65fa4eb23.jpg,735,1280,furnished_color,high,135.4,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
526bd6b8-29bd-42c8-b231-c5580880a7fe.jpg,686,960,line_drawing,high,135.3,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
852f2a15-23c8-45aa-93f4-e65267a48d12.jpg,1024,882,line_drawing,high,135.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
64264b7a-b41e-4695-9708-90db5d7db793.jpg,669,1260,line_drawing,high,135.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
56db67df-d853-4289-ac26-d927001e4e97.jpg,960,1280,line_drawing,high,135.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
48dfdc56-913f-4504-a423-5501910cd5d2.jpg,1200,1191,line_drawing,high,134.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
72aab0a0-c546-4e47-addd-abd510c5bf79.jpg,1200,927,line_drawing,high,134.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
c0809e8f-ec3a-4b67-b4f2-f2c3c5df2cb7.jpg,720,1387,line_drawing,high,134.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
f195f446-4b67-4f62-ad4d-a7c9c52738c5.jpg,828,990,line_drawing,high,134.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
577f8173-8c69-4ac6-a63c-d9ffdcbc3e43.jpg,736,1234,line_drawing,high,134.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
d867781a-61d5-4ef2-b5a2-523349332c19.jpg,736,1045,line_drawing,high,134.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
2953a039-387c-48dc-ab13-fdb3b4bb49e4.jpg,745,1280,line_drawing,high,134.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
4a17677b-cff0-4922-a564-4768195fe5a9.jpg,1200,899,line_drawing,high,134.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
324b13fd516c69a6692e239128b85ef0.jpg,736,1104,line_drawing,high,134.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
8965571d50de06f23f465485f99b38e5.jpg,736,1334,line_drawing,high,133.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
547c0f5466cc085e691199e08faa2f1d.jpg,736,1378,line_drawing,high,133.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
b88ccc72-dfe3-44fa-ba84-d95d29bcb9cb.jpg,1200,1091,line_drawing,high,133.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
45f650d7-83ae-4096-bc42-71d492e14795.jpg,1000,1142,line_drawing,high,133.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
f24ccf56-6a5b-4e79-a6df-b7d7536c671a.jpg,804,1049,line_drawing,high,133.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
7c982f8e-a3fa-44ed-95b1-8dcd8b9321c2.jpg,656,1280,furnished_color,high,133.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
a6b760d4-27da-4bea-9eb9-4c7639086d64.jpg,682,1280,furnished_color,high,132.9,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
80bba40b-33b1-4bac-94b0-1033f371a927.jpg,736,1212,line_drawing,high,132.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
6571e738-017c-4383-a340-0629e68dbdc8.jpg,658,1280,line_drawing,high,132.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
6ef6db7d-85a4-4bf5-abca-96c22d78902a.jpg,738,1280,line_drawing,high,132.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
fd0fa646-f01a-4be6-83e5-e4f3dfa534e7.jpg,750,1000,line_drawing,high,132.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
4c0c3736-f47a-4d93-bc32-35a1457246ea.jpg,855,1071,line_drawing,high,132.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
b974b88c-1fdf-4992-a6d9-290ae2a6e04e.jpg,669,1228,line_drawing,high,132.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
72dd621c-24fe-45ee-b8be-c177f3dfc4fb.jpg,667,1280,furnished_color,high,132.2,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
528de101-2f0f-4378-930a-39b5e47bbbc4.jpg,737,1280,line_drawing,high,132.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
8906018545e276d2e21e5220c62074f1.jpg,736,941,line_drawing,high,132.1,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
7773bc372db591fb8a7c986aa254faa7.jpg,736,1219,line_drawing,high,132.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
74573ccf2c67f3dc9ab67d439fb3d96d.jpg,736,1091,line_drawing,high,132.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
034c4f79227c02d36596aae1afd3ecea.jpg,735,1040,line_drawing,high,131.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
b208624b-f074-4e52-8f9e-f41b22b859d2.jpg,800,895,line_drawing,high,131.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
74b0ed9a-320d-4c7c-97f3-a56d2d616ff4.jpg,900,900,line_drawing,high,131.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
201af510-63a1-4b08-a1ad-7274f8f71831.jpg,720,1197,line_drawing,high,131.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
0822b6f2-81aa-4f42-9c5f-529e78643b28.jpg,750,900,line_drawing,high,131.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
c76c483be21fdbb969e92e4f0a3ab829.jpg,736,869,line_drawing,high,131.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
03b6ce0c-b47c-41a1-96d1-11e62ea1ceaf.jpg,704,1280,line_drawing,high,131.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
2dc5bff5-9861-4449-bfcd-a934a3904781.jpg,942,1280,furnished_color,high,131.4,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
714aced82de7341fa2677af01c144ec9.jpg,735,1048,furnished_color,high,131.3,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
52f72a44f7b22d004dc212223ddf96ba.jpg,736,935,line_drawing,high,131.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
842a92fc-bd47-4618-8823-314c7fdf037e.jpg,900,1200,line_drawing,high,131.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
1ef37113fd4113a1aeb8b0e694ad3320.jpg,735,867,line_drawing,high,131.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
64fd63aeaf3a9c639dab94b9e9014d7f.jpg,736,1041,line_drawing,high,131.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
